course,unique,days,hour,room,instruction_mode,instructor,status,level
ACC  399W DISSERTATION,03780,,,,Face-to-face,,open; reserved,Graduate
ACC  699W DISSERTATION,03785,,,,Face-to-face,,open; reserved,Graduate
ACC  999W DISSERTATION,03790,,,,Face-to-face,,open; reserved,Graduate
ADV  303 ADVERTISING/POPULAR CULTURE,08510,MWF,9:00 a.m.-10:00 a.m.,DMC 3.204,Face-to-face,,open; reserved,Lower
ADV  305 FUNDAMENTALS OF ADVERTISING,08515,TTH,11:00 a.m.-12:30 p.m.,DMC 1.202,Face-to-face,"WILCOX, GARY B",open; reserved,Lower
ADV  305S INTEGRATED COMM FOR SPORTS,08520,MWF,1:00 p.m.-2:00 p.m.,DMC 2.106,Face-to-face,"DALTHORP, JAMES A",open,Lower
ADV  309R INTRO TO ADV/PUBL RELS RSCH,08525,MWF,10:00 a.m.-11:00 a.m.,CMA 2.306,Face-to-face,"LEE, JIHYE",open; reserved,Lower
ADV  309R INTRO TO ADV/PUBL RELS RSCH,08530,MWF,12:00 p.m.-1:00 p.m.,DMC 1.202,Face-to-face,"OH, JEEYUN",open; reserved,Lower
ADV  309R INTRO TO ADV/PUBL RELS RSCH,08535,MW,11:00 a.m.-12:00 p.m.,DMC 4.206,Hybrid or Blended,"EASTIN, MATTHEW S",open; reserved,Lower
ADV  315 HISTORY & DEVEL OF ADV-WB,08540,,,,Internet,"ATKINSON, LUCY",open,Lower
ADV  316 CREATIVITY/AMERICAN CULTURE,08545,TTH,9:30 a.m.-11:00 a.m.,DMC 4.206,Hybrid or Blended,,open; reserved,Lower
ADV  318J INTRO TO INTEGRTD BRAND COMM,08550,MWF,10:00 a.m.-11:00 a.m.,DMC 2.106,Face-to-face,"WANG, HAOYU",open,Lower
ADV  318J INTRO TO INTEGRTD BRAND COMM,08554,TTH,3:30 p.m.-5:00 p.m.,DMC 3.206,Face-to-face,"DOBIAS, LISA Z",waitlisted,Lower
ADV  319 PSYCHOLOGY OF ADVERTISING,08555,MWF,8:00 a.m.-9:00 a.m.,DMC 5.214,Face-to-face,,cancelled,Lower
ADV  319 PSYCHOLOGY OF ADVERTISING,08560,MWF,9:00 a.m.-10:00 a.m.,DMC 5.214,Face-to-face,,open; reserved,Lower
ADV  319 PSYCHOLOGY OF ADVERTISING,08565,MWF,11:00 a.m.-12:00 p.m.,DMC 4.206,Face-to-face,,open; reserved,Lower
ADV  319 PSYCHOLOGY OF ADVERTISING-WB,08570,,,,Internet,"KAHLOR, LEE ANN",open,Lower
ADV  320 INTEG COMM FOR NONPROF ORGS,08575,TTH,8:00 a.m.-9:30 a.m.,DMC 4.212,Hybrid or Blended,"DRUMWRIGHT, MINETTE E",open; reserved,Upper
ADV  323 PUBLIC COMM OF SCI/TECH-WB,08580,,,,Internet,"DUDO, ANTHONY DAVID",waitlisted,Upper
ADV  325 INTRO TO ADVERTISING CREATVTY,08585,MW F,1:00 p.m.-2:00 p.m. 9:00 a.m.-10:00 a.m.,CMA 2.306 CMA 4.150,Face-to-face,"MCCUTCHIN, MATTHEW P",waitlisted,Upper
ADV  325 INTRO TO ADVERTISING CREATVTY,08590,MW F,1:00 p.m.-2:00 p.m. 10:00 a.m.-11:00 a.m.,CMA 2.306 CMA 4.150,Face-to-face,"MCCUTCHIN, MATTHEW P",waitlisted,Upper
ADV  325 INTRO TO ADVERTISING CREATVTY,08595,MW F,1:00 p.m.-2:00 p.m. 11:00 a.m.-12:00 p.m.,CMA 2.306 CMA 4.150,Face-to-face,"MCCUTCHIN, MATTHEW P",waitlisted,Upper
ADV  325 INTRO TO ADVERTISING CREATVTY,08600,MW F,1:00 p.m.-2:00 p.m. 2:00 p.m.-3:00 p.m.,CMA 2.306 CMA 4.144,Face-to-face,"MCCUTCHIN, MATTHEW P",waitlisted,Upper
ADV  325 INTRO TO ADVERTISING CREATVTY,08605,MW F,1:00 p.m.-2:00 p.m. 3:00 p.m.-4:00 p.m.,CMA 2.306 CMA 4.144,Face-to-face,"MCCUTCHIN, MATTHEW P",waitlisted,Upper
ADV  325 INTRO TO ADVERTISING CREATVTY,08610,MW F,1:00 p.m.-2:00 p.m. 4:00 p.m.-5:00 p.m.,CMA 2.306 CMA 4.144,Face-to-face,"MCCUTCHIN, MATTHEW P",open; reserved,Upper
ADV  325 INTRO TO ADVERTISING CREATVTY,08615,MW F,1:00 p.m.-2:00 p.m. 4:00 p.m.-5:00 p.m.,CMA 2.306 CMA 4.150,Face-to-face,"MCCUTCHIN, MATTHEW P",open; reserved,Upper
ADV  325 INTRO TO ADVERTISING CREATVTY,08620,MW F,1:00 p.m.-2:00 p.m. 5:00 p.m.-6:00 p.m.,CMA 2.306 CMA 4.144,Face-to-face,"MCCUTCHIN, MATTHEW P",open; reserved,Upper
ADV  327 ACCOUNT PLANNING,08625,TTH,3:30 p.m.-5:00 p.m.,CMA 3.124,Face-to-face,"DUNN, KELLYN K",cancelled,Upper
ADV  330 STRATEGIC SCIENCE COMM-WB,08630,,,,Internet,"DUDO, ANTHONY DAVID",waitlisted,Upper
ADV  331 ENVIRONMENTAL COMM CAMPAIGNS,08635,TTH,3:30 p.m.-5:00 p.m.,CBA 4.330,Face-to-face,"SALINAS-DAVIS, VALERIE M",open,Upper
ADV  332 TECHNOLOGY MARKETING/ADV-WB,08640,,,,Internet,"BUNTING, JAMES MARTIN",waitlisted,Upper
ADV  332C NEW MEDIA ENTREPRNRLSM-WB,08645,,,,Internet,"BUNTING, JAMES MARTIN",open; reserved,Upper
ADV  332D ENTREPRENEURIALISM IN COMM,08650,W,5:00 p.m.-8:00 p.m.,DMC 4.212,Face-to-face,"NEFF, DAVID J",cancelled,Upper
ADV  332D ENTREPRENEURIALISM IN COMM,08655,,,,Hybrid or Blended,"BUNTING, JAMES MARTIN",open; reserved,Upper
ADV  334 INTERNATIONAL ADVERTISING,08660,TTH,8:00 a.m.-9:30 a.m.,DMC 3.206,Face-to-face,"KANO-GALVAN, OCTAVIO",open,Upper
ADV  339K DIGITAL GRAPHIC COMM,08665,TTH,12:30 p.m.-2:00 p.m.,CMB 2.102,Face-to-face,"RAO, ROHITASH",open,Upper
ADV  339K DIGITAL GRAPHIC COMM-WB,08670,,,,Internet,"SCOTT, TIMOTHY ANDREW",waitlisted,Upper
ADV  339L BRAND STORYTELLING,08675,MWF,11:00 a.m.-12:00 p.m.,CMA 2.306,Face-to-face,"ROSSMANN, STEVEN",open,Upper
ADV  343K PORTFOLIO I,08680,MW,5:30 p.m.-7:00 p.m.,DMC 4.206,Face-to-face,"MCCUTCHIN, MATTHEW P",open; reserved,Upper
ADV  343K PORTFOLIO I,08685,TTH,2:00 p.m.-3:30 p.m.,DMC 4.206,Face-to-face,"BOSILJEVAC, JAMES L",waitlisted,Upper
ADV  343K PORTFOLIO I,08690,TTH,3:30 p.m.-5:00 p.m.,DMC 4.206,Face-to-face,"GRIFFIN, GLENN",waitlisted,Upper
ADV  344K ADVRT/PUBL RELATN RESEARCH,08695,TTH,9:30 a.m.-11:00 a.m.,DMC 2.106,Face-to-face,"KAHLOR, LEE ANN",open; reserved,Upper
ADV  345J ADV/PUBL REL MEDIA PLANNING,08700,TTH,9:30 a.m.-11:00 a.m.,DMC 1.202,Face-to-face,"ANDREWS, THERESA A",waitlisted,Upper
ADV  345J ADV/PUBL REL MEDIA PLANNING,08705,TTH,8:00 a.m.-9:30 a.m.,GAR 0.102,Face-to-face,"DOBIAS, LISA Z",open; reserved,Upper
ADV  348S THE BUSINESS OF SPORTS MEDIA,08710,T,5:00 p.m.-8:00 p.m.,CPE 2.210,Face-to-face,"PANNES, MARK STEPHEN",open; reserved,Upper
ADV  350 ADVERTISING INTERNSHIP,08715,T,5:00 p.m.-6:30 p.m.,DMC 2.106,Face-to-face,"CUNNINGHAM, ISABELLA C",open; reserved,Upper
ADV  350 ADVERTISING INTERNSHIP-UTNY-WB,08719,,,,Internet,"CUNNINGHAM, ISABELLA C",open; reserved,Upper
ADV  650 ADVERTISING INTERNSHIP-UTNY-WB,08720,,,,Internet,"CUNNINGHAM, ISABELLA C",open; reserved,Upper
ADV  353 ADV/PUBLIC RELS LAW/ETHICS,08725,TTH,12:30 p.m.-2:00 p.m.,ECJ 1.202,Face-to-face,"CISZEK, ERICA",waitlisted,Upper
ADV  353 ADV/PUBLIC RELS LAW/ETHICS,08730,MWF,11:00 a.m.-12:00 p.m.,DMC 1.202,Face-to-face,"KEMP, DEENA",open; reserved,Upper
ADV  361 CREATIVITY IN AI-WB,08735,TTH,2:00 p.m.-3:30 p.m.,,Internet,"REILLY, ERIN",open,Upper
ADV  365 AUDIENCE DEVEL/ENGAGEMENT,08740,TTH,9:30 a.m.-11:00 a.m.,CMA 6.154,Face-to-face,"REILLY, ERIN",open,Upper
ADV  367 EXPERIMENTAL STORYTELLING,08745,TTH,3:30 p.m.-5:00 p.m.,CMA 6.170,Face-to-face,"RAO, ROHITASH",open,Upper
ADV  368L PORTFOLIO III,08750,TTH,3:30 p.m.-5:00 p.m.,CMA 5.190,Face-to-face,"BOSILJEVAC, JAMES L",closed,Upper
ADV  368L PORTFOLIO III,08755,MW,4:00 p.m.-5:30 p.m.,DMC 4.206,Face-to-face,"MCCUTCHIN, MATTHEW P",open; reserved,Upper
ADV  368L PORTFOLIO III,08760,TTH,9:30 a.m.-11:00 a.m.,BUR 228,Face-to-face,"RAO, ROHITASH",open; reserved,Upper
ADV  369 SOCIAL MEDIA,08765,W,2:00 p.m.-3:00 p.m.,DMC 4.206,Hybrid or Blended,"WILCOX, GARY B",open; reserved,Upper
ADV  370J INTEGRATED COMMUNICATNS MGMT,08770,TTH,11:00 a.m.-12:30 p.m.,CMA 3.124,Face-to-face,"SALINAS-DAVIS, VALERIE M",closed,Upper
ADV  370J INTEGRATED COMMUNICATNS MGMT,08775,TTH,12:30 p.m.-2:00 p.m.,CMA 7.160,Face-to-face,"SALINAS-DAVIS, VALERIE M",waitlisted,Upper
ADV  370J INTEGRATED COMMUNICATNS MGMT,08780,TTH,2:00 p.m.-3:30 p.m.,PMA 5.120,Face-to-face,"WEBBER, ERIC TAYLOR",waitlisted,Upper
ADV  370J INTEGRATED COMMUNICATNS MGMT,08785,TTH,3:30 p.m.-5:00 p.m.,CMA 3.120,Face-to-face,"KIM, YEONSOO",open; reserved,Upper
ADV  370J INTEGRATED COMMUNICATNS MGMT,08790,TTH,3:30 p.m.-5:00 p.m.,CMA 6.154,Face-to-face,"WEBBER, ERIC TAYLOR",waitlisted,Upper
ADV  370J INTEGRATED COMMUNICATNS MGMT,08795,TTH,12:30 p.m.-2:00 p.m.,CMA 6.170,Face-to-face,"ANDREWS, THERESA A",waitlisted,Upper
ADV  370J INTEGRATED COMMUNICATNS MGMT,08800,TTH,2:00 p.m.-3:30 p.m.,DMC 4.212,Face-to-face,"CUNNINGHAM, ISABELLA C",waitlisted,Upper
ADV  370J INTEGRATED COMMUNICATNS MGMT,08805,MW,1:00 p.m.-2:00 p.m.,DMC 4.206,Hybrid or Blended,"SCOTT, TIMOTHY ANDREW",waitlisted,Upper
ADV  373 INTEGRATED COMM CAMPAIGNS,08810,TTH,11:00 a.m.-12:30 p.m.,DMC 4.206,Face-to-face,"LEWIS, LIZA",open; reserved,Upper
ADV  373 INTEGRATED COMM CAMPAIGNS,08815,TTH,5:00 p.m.-6:30 p.m.,DMC 4.206,Face-to-face,"BOSILJEVAC, JAMES L",open; reserved,Upper
ADV  373 INTEGRATED COMM CAMPAIGNS,08820,TTH,11:00 a.m.-12:30 p.m.,DMC 4.206,Face-to-face,"DOBIAS, LISA Z",cancelled,Upper
ADV  373 INTEGRATED COMM CAMPAIGNS,08825,TTH,12:30 p.m.-2:00 p.m.,DMC 4.206,Face-to-face,"BELL, TAMARA A",open; reserved,Upper
ADV  377 1-ADVANCED MEDIA STRATEGIES,08830,TTH,12:30 p.m.-2:00 p.m.,CMA 3.116,Face-to-face,"DOBIAS, LISA Z",waitlisted,Upper
ADV  377 1-ADVANCED MEDIA STRATEGIES,08835,TTH,2:00 p.m.-3:30 p.m.,PHR 2.114,Face-to-face,"ANDREWS, THERESA A",open; reserved,Upper
ADV  377M 3-DIGITAL METRICS,08840,M,4:00 p.m.-7:00 p.m.,CMA 6.154,Face-to-face,"PAXMAN, BRITTANY L",open; reserved,Upper
ADV  377M 3-DIGITAL METRICS,08845,TTH,2:00 p.m.-3:30 p.m.,DMC 3.206,Face-to-face,"DEVLIN, NATALIE BROWN",waitlisted,Upper
ADV  377M 9-MEDIA INVESTMENTS,08850,MWF,9:00 a.m.-10:00 a.m.,CMB 2.102,Face-to-face,"ARRINGTON, TRACY L",open; reserved,Upper
ADV  377M 9-MEDIA INVESTMENTS,08855,MWF,10:00 a.m.-11:00 a.m.,CMB 2.104,Face-to-face,"ARRINGTON, TRACY L",waitlisted,Upper
ADV  378 CONSUMER BEHAVIOR,08860,TTH,12:30 p.m.-2:00 p.m.,CMB 2.104,Face-to-face,"LOVE, BRAD",open,Upper
ADV  378 EMERGING MKTS GLOBAL SOUTH,08864,TTH,12:30 p.m.-2:00 p.m.,RRH 5.382,Face-to-face,"MAHAJAN, VIJAY",open,Upper
ADV  378 ENTERTAINMENT BRAND COMM,08865,MWF,10:00 a.m.-11:00 a.m.,DMC 4.204,Face-to-face,"ROSSMANN, STEVEN",waitlisted,Upper
ADV  378 TELLING/SELLING STORY-LA,08868,,,,Face-to-face,"KIM, CHARLES S",open,Upper
ADV  378 SOCIAL ISSUES-UTNY,08869,M,6:00 p.m.-9:00 p.m.,,Face-to-face,"HOLMES, JENINE",open; reserved,Upper
ADV  378 39-POP STAR ACTIVISM-WB,08870,,,,Internet,"JUNKER, DAVID S",waitlisted,Upper
ADV  378 43-DIGTL SOCIAL MEDIA ANLYTCS,08874,M,5:00 p.m.-8:00 p.m.,CMA 6.154,Face-to-face,"PAXMAN, BRITTANY L",cancelled,Upper
ADV  378 44-DIGITAL SOCIAL MEDIA PROD,08875,TTH,12:30 p.m.-2:00 p.m.,CMA 4.148,Face-to-face,"KANO-GALVAN, OCTAVIO",waitlisted,Upper
ADV  378 45-360 VIDEO PRODUCTION,08880,TTH,11:00 a.m.-12:30 p.m.,CMA 4.148,Face-to-face,"KANO-GALVAN, OCTAVIO",open; reserved,Upper
ADV  378S CREATING SPORTS BRANDS FOR NIL,08885,TTH,3:30 p.m.-5:00 p.m.,DMC 2.106,Face-to-face,"DALTHORP, JAMES A",open,Upper
ADV  378S WIDE WORLD OF SPORTS BUSN,08890,TTH,9:30 a.m.-11:00 a.m.,CMA 3.120,Face-to-face,"LULLA, JOEL",open,Upper
ADV  378S 8-COLLEGE SPORTS MEDIA,08895,TTH,3:30 p.m.-5:00 p.m.,DMC 3.204,Face-to-face,"LULLA, JOEL",open,Upper
ADV  378S 9-SPORT CON NEGOTIATION TECHS,08900,TTH,12:30 p.m.-2:00 p.m.,CMA 6.174,Face-to-face,"LULLA, JOEL",open,Upper
ADV  378S 11-SPORTS AND SOCIAL MEDIA,08905,MWF,2:00 p.m.-3:00 p.m.,DMC 2.106,Face-to-face,"DALTHORP, JAMES A",open,Upper
ADV  379J 1-SUPV INDIV SPECIAL STUDIES,08910,,,,Face-to-face,,open; reserved,Upper
ADV  383 4-PORTFOLIO III,08913,TTH,3:30 p.m.-5:00 p.m.,CMA 5.190,Face-to-face,"BOSILJEVAC, JAMES L",open; reserved,Graduate
ADV  383 4-PORTFOLIO III,08914,MW,4:00 p.m.-5:30 p.m.,DMC 4.206,Face-to-face,"MCCUTCHIN, MATTHEW P",open; reserved,Graduate
ADV  382 QUANTITATV AND QUALITATV RSCH,08915,MW,4:00 p.m.-5:30 p.m.,DMC 4.212,Face-to-face,"LEE, JIHYE",open; reserved,Graduate
ADV  383 2-PORTFOLIO I,08916,TTH,2:00 p.m.-3:30 p.m.,DMC 4.206,Face-to-face,"BOSILJEVAC, JAMES L",open; reserved,Graduate
ADV  383 4-PORTFOLIO III,08917,TTH,9:30 a.m.-11:00 a.m.,BUR 228,Face-to-face,"RAO, ROHITASH",open; reserved,Graduate
ADV  383 2-PORTFOLIO I,08918,MW,5:30 p.m.-7:00 p.m.,DMC 4.206,Face-to-face,"MCCUTCHIN, MATTHEW P",open; reserved,Graduate
ADV  383 2-PORTFOLIO I,08919,TTH,3:30 p.m.-5:00 p.m.,DMC 4.206,Face-to-face,"GRIFFIN, GLENN",open; reserved,Graduate
ADV  483 2-PORTFOLIO I,08920,TTH,3:30 p.m.-5:00 p.m.,DMC 4.206,Face-to-face,"GRIFFIN, GLENN",cancelled,Graduate
ADV  483 2-PORTFOLIO I,08925,MW,5:30 p.m.-7:00 p.m.,DMC 4.206,Face-to-face,"MCCUTCHIN, MATTHEW P",cancelled,Graduate
ADV  483 4-PORTFOLIO III,08930,TTH,9:30 a.m.-11:00 a.m.,,Face-to-face,"RAO, ROHITASH",cancelled,Graduate
ADV  385 2-ACCOUNT PLANNING,08935,TTH,3:30 p.m.-5:00 p.m.,DMC 4.204,Face-to-face,"DUNN, KELLYN K",open,Graduate
ADV  385 3-MEDIA MANAGEMENT,08940,W,8:00 a.m.-11:00 a.m.,CMA 3.120,Face-to-face,"BRIGHT, LAURA F",open,Graduate
ADV  386 EXPERIMENTAL STORYTELLING,08945,TTH,3:30 p.m.-5:00 p.m.,CMA 6.170,Face-to-face,"RAO, ROHITASH",open; reserved,Graduate
ADV  387 CREATIVE STRATEGIES,08950,MW,12:30 p.m.-2:00 p.m.,CMA 7.160,Face-to-face,"GRIFFIN, GLENN",open; reserved,Graduate
ADV  388C RSCH PROBS: DOCTORAL EXAM PREP,08955,,,,Face-to-face,,open; reserved,Graduate
ADV  189 PROBLEMS IN SPEC FIELDS OF ADV,08960,,,,Face-to-face,,open; reserved,Graduate
ADV  389 PROBLEMS IN SPEC FIELDS OF ADV,08965,,,,Face-to-face,,open; reserved,Graduate
ADV  391K ADVANCED MEDIA STRATEGIES,08970,TTH,2:00 p.m.-3:30 p.m.,,Face-to-face,"ANDREWS, THERESA A",cancelled,Graduate
ADV  391K AUDIENCE DEV AND ENGAGEMENT,08975,TTH,9:30 a.m.-11:00 a.m.,CMA 6.154,Face-to-face,"REILLY, ERIN",open; reserved,Graduate
ADV  391K CONSUMER BEHAVIOR,08979,TTH,12:30 p.m.-2:00 p.m.,CMB 2.104,Face-to-face,"LOVE, BRAD",open; reserved,Graduate
ADV  391K CREATIVITY IN AI-WB,08980,TTH,2:00 p.m.-3:30 p.m.,,Internet,"REILLY, ERIN",open; reserved,Graduate
ADV  391K DIGITAL METRICS,08985,TTH,2:00 p.m.-3:30 p.m.,DMC 3.206,Face-to-face,"DEVLIN, NATALIE BROWN",open; reserved,Graduate
ADV  391K DIGITAL SOCIAL MEDIA ANALYTICS,08988,M,5:00 p.m.-8:00 p.m.,CMA 6.154,Face-to-face,"PAXMAN, BRITTANY L",cancelled,Graduate
ADV  391K DIGITAL METRICS,08989,M,4:00 p.m.-7:00 p.m.,CMA 6.154,Face-to-face,"PAXMAN, BRITTANY L",open; reserved,Graduate
ADV  391K DIGITL SOCIAL MEDIA PRDUCTN,08990,TTH,12:30 p.m.-2:00 p.m.,CMA 4.148,Face-to-face,"KANO-GALVAN, OCTAVIO",cancelled,Graduate
ADV  391K INTEG COMM FOR NONPROFIT ORGS,08995,TTH,8:00 a.m.-9:30 a.m.,DMC 4.212,Hybrid or Blended,"DRUMWRIGHT, MINETTE E",cancelled,Graduate
ADV  391K SOCIAL MEDIA,09000,W,2:00 p.m.-3:00 p.m.,DMC 4.206,Face-to-face,"WILCOX, GARY B",open; reserved,Graduate
ADV  391K 360 VIDEO PRODUCTION,09005,TTH,11:00 a.m.-12:30 p.m.,CMA 4.148,Face-to-face,"KANO-GALVAN, OCTAVIO",cancelled,Graduate
ADV  392 2-ADVNCD ADVERTISING THEORS I,09010,MW,9:30 a.m.-11:00 a.m.,CMA 5.130,Face-to-face,"OH, JEEYUN",open; reserved,Graduate
ADV  392 3-ADVERTISING RESEARCH I,09015,M,12:00 p.m.-3:00 p.m.,DMC 4.378A,Face-to-face,"ATKINSON, LUCY",open; reserved,Graduate
ADV  395 ADVERTISING INTERNSHIP,09020,T,5:00 p.m.-6:30 p.m.,DMC 2.106,Face-to-face,"CUNNINGHAM, ISABELLA C",open,Graduate
ADV  698A THESIS,09025,,,,Face-to-face,,open; reserved,Graduate
ADV  698B THESIS,09030,,,,Face-to-face,,open; reserved,Graduate
ADV  398R MASTER'S REPORT,09035,,,,Face-to-face,,open,Graduate
ADV  399W DISSERTATION,09040,,,,Face-to-face,,open,Graduate
ADV  699W DISSERTATION,09045,,,,Face-to-face,,open,Graduate
ADV  999W DISSERTATION,09050,,,,Face-to-face,,open,Graduate
AED  330 INTRO TO ART EDUCATION,21580,W,11:00 a.m.-2:00 p.m.,ART 3.408,Face-to-face,,open; reserved,Upper
AED  341C LEARNERS/INSTRUCTIONAL SITES,21585,TTH,11:00 a.m.-2:00 p.m.,ART 3.408,Face-to-face,"RUBIO, CAROLINA HILDEBRANDT, MEGAN L",waitlisted,Upper
AED  361C CRITICISM/CONVERSATION ART,21590,TTH,3:00 p.m.-6:00 p.m.,ART 3.408,Hybrid or Blended,"RUBIO, CAROLINA",open; reserved,Upper
AET  304 FNDTNS OF ART/ENTERTAIN TECH,22515,TTH,3:30 p.m.-5:00 p.m.,SZB 1.510,Hybrid or Blended,"OZLEY, CHRISTOPHER J STARBUCK, HONORIA K RAY, SHERI GRANER GRANER",open; reserved,Lower
AET  311 MEDIA AND MOTION,22520,MW,11:00 a.m.-12:30 p.m.,DFA 3.218,Hybrid or Blended,"BYRNE, WILLIAM M DIMICK, LUCAS",open; reserved,Lower
AET  312 GAMES AND INTERACTIVITY,22525,TTH,2:00 p.m.-3:30 p.m.,DFA 3.218,Hybrid or Blended,"AUGUSTIN, ANDREW Y KICE, EVAN J",open; reserved,Lower
AET  313 CODE AND FABRICATION,22530,MW,3:30 p.m.-5:00 p.m.,DFA 3.218,Face-to-face,"PARKS, SYDNEY",open; reserved,Lower
AET  314 SOUND AND SPACE,22535,TTH,9:30 a.m.-11:00 a.m.,WIN 1.102,Face-to-face,"SMITH, MATTHEW RAY EVANS, KYLE ELLIS",open; reserved,Lower
AET  320P SOUND DESIGN,22540,MW,11:00 a.m.-12:30 p.m.,MRH 3.124,Face-to-face,"LIPMAN, SAMUEL M",waitlisted,Upper
AET  321J INTRODUCTION TO GAME AUDIO,22545,MW,12:30 p.m.-2:00 p.m.,MRH 3.124,Face-to-face,"LIPMAN, SAMUEL M",waitlisted,Upper
AET  322K INTRODUCTION TO AUDIO CODING,22550,TTH,11:00 a.m.-12:30 p.m.,DFA 4.106,Hybrid or Blended,"OZLEY, CHRISTOPHER J",open; reserved,Upper
AET  323D INTERACTIVE MUSIC,22555,TTH,12:30 p.m.-2:00 p.m.,DFA 3.218,Hybrid or Blended,"OZLEY, CHRISTOPHER J",open; reserved,Upper
AET  324 THEMED ENTERTAINMENT DESIGN,22560,TTH,2:00 p.m.-3:30 p.m.,DFA 4.106,Face-to-face,"HALEY, MK",waitlisted,Upper
AET  324D PRINCIPLES OF ANIMATION,22565,MW,12:30 p.m.-2:00 p.m.,DFA 3.218,Face-to-face,"DIMICK, LUCAS",waitlisted,Upper
AET  324J VISUAL STORYTELLING,22570,TTH,12:30 p.m.-2:00 p.m.,DFA 4.112,Face-to-face,"STARBUCK, HONORIA K",waitlisted,Upper
AET  324P ADVANCED PRODUCTION LABORATORY,22574,MWF,2:00 p.m.-5:00 p.m.,WIN 1.140,Face-to-face,"BOONE, DAVID R MAZIQUE, EARNEST",open; reserved,Upper
AET  326E 3D ANIMATION AND RIGGING,22575,TTH,12:30 p.m.-2:00 p.m.,DFA 4.126,Face-to-face,"CONTOUR, JESSIE",waitlisted,Upper
AET  330C BUSINESS OF ENTERTAINMENT,22580,M,5:30 p.m.-8:30 p.m.,RLP 0.112,Face-to-face,"DAVISON, NATALIE A",waitlisted,Upper
AET  330T AI EXPLORATIONS,22584,M,3:30 p.m.-6:30 p.m.,DFA 4.106,Face-to-face,"BAKER, MICHAEL FREEMAN, ERIC T",waitlisted,Upper
AET  330T SOUND DESIGN SKILLS,22585,TTH,11:00 a.m.-12:30 p.m.,WIN 1.138,Face-to-face,"OWEN, PHILLIP D",waitlisted,Upper
AET  330T STORYBOARDING,22590,MW,2:00 p.m.-3:30 p.m.,DFA 4.112,Face-to-face,"DIMICK, LUCAS",open; reserved,Upper
AET  333 MANAGING CREATIVE PROJECTS,22595,MW,12:30 p.m.-2:00 p.m.,DFA 4.112,Face-to-face,"COHEN, DAVID DS",waitlisted,Upper
AET  334C LEVEL DESIGN,22600,TTH,9:30 a.m.-11:00 a.m.,DFA 3.218,Hybrid or Blended,"AUGUSTIN, ANDREW Y",waitlisted,Upper
AET  334E VIDEO GAME ART PIPELINE,22605,MW,9:30 a.m.-11:00 a.m.,DFA 3.218,Face-to-face,"BYRNE, WILLIAM M",waitlisted,Upper
AET  334F VIDEO GAME SCRIPTING I,22610,TTH,9:30 a.m.-11:00 a.m.,DFA 4.106,Hybrid or Blended,"KICE, EVAN J",waitlisted,Upper
AET  335M 2D ANIMATION FOR GAMES,22615,TTH,12:30 p.m.-2:00 p.m.,DFA 4.106,Hybrid or Blended,"AUGUSTIN, ANDREW Y",waitlisted,Upper
AET  337N INTRODUCTION TO NARRATIVE,22620,MW,11:00 a.m.-12:30 p.m.,DFA 4.106,Face-to-face,"MURRAY, SHANNON",waitlisted,Upper
AET  337N INTRODUCTION TO NARRATIVE,22625,MW,12:30 p.m.-2:00 p.m.,DFA 4.106,Face-to-face,"MURRAY, SHANNON",waitlisted,Upper
AET  339 ADV SCNC ART/ENVRNMNTL REND,22628,TTH TTH,2:00 p.m.-3:30 p.m. 3:30 p.m.-5:00 p.m.,PAC 2.208 PAC 2.208,Face-to-face,"MANESS, KAREN L",waitlisted,Upper
AET  339 COMMUN BLDING ACROSS ARTS,22629,MW,12:30 p.m.-2:00 p.m.,WIN 2.180,Face-to-face,"GRISE, VIRGINIA M",open; reserved,Upper
AET  339 DESIGNING FOR CLIENTS,22630,TTH,3:30 p.m.-5:00 p.m.,DFA 4.112,Hybrid or Blended,"LANINA, YULIYA",waitlisted,Upper
AET  339 DIY SYNTHESIZERS,22635,TTH,2:00 p.m.-3:30 p.m.,DFA 4.126,Face-to-face,"EVANS, KYLE ELLIS",open; reserved,Upper
AET  339 DRAWING FOR DESIGNERS,22640,TTH,2:00 p.m.-3:30 p.m.,DFA 4.112,Face-to-face,"LANINA, YULIYA",waitlisted,Upper
AET  339 DRAWING THE STORY BOARD,22645,F,9:00 a.m.-12:00 p.m.,WIN 1.164,Face-to-face,"BUCHANAN, JASON B",waitlisted,Upper
AET  339 ADVANCED SCENIC ART,22650,TTH TTH,2:00 p.m.-3:30 p.m. 3:30 p.m.-5:00 p.m.,PAC 2.208 PAC 2.208,Face-to-face,"MANESS, KAREN L",cancelled,Upper
AET  339 LIVE ART NOW,22655,T,2:30 p.m.-5:30 p.m.,WIN 1.134,Face-to-face,"GRISE, VIRGINIA M",cancelled,Upper
AET  339 PROJECTION DESIGN,22660,M,2:00 p.m.-5:00 p.m.,PAC 3.204,Face-to-face,"FREER, KATE",waitlisted,Upper
AET  339 TRANSMEDIA: DIGTL TIME-ART II,22665,MW,2:00 p.m.-5:00 p.m.,ART 3.202,Face-to-face,"PERZYNSKI, BOGDAN P",waitlisted,Upper
AET  340D INTERACTIVE INSTALLATION DSGN,22670,MW,3:30 p.m.-5:00 p.m.,DFA 4.112,Face-to-face,"HALEY, MK",waitlisted,Upper
AET  342C 3D MODELING AND TEXTURING,22675,M,6:30 p.m.-9:30 p.m.,DFA 3.218,Hybrid or Blended,"NGUYEN, PHIYEN T",waitlisted,Upper
